itemid,nombre,volumen,precio,marca,categoria
85416,Dekuyper Luscious Watermleon Squeeze Schnapps,750,9.05,Jim Beam Brands,WATERMELON SCHNAPPS
335814,Dekuyper Watermelon Pucker,502,2.9,Jim Beam Brands,WATERMELON SCHNAPPS
173313,Dekuyper Watermelon Pucker Traveler,750,9.05,Jim Beam Brands,WATERMELON SCHNAPPS
63652,Dekuyper Watermelon Pucker,750,9.45,Jim Beam Brands,WATERMELON SCHNAPPS
84595,Dekuyper Watermelon Pucker,1000,11.81,Jim Beam Brands,WATERMELON SCHNAPPS
35158,Dekuyper Watermelon Pucker,50,0.29,Jim Beam Brands,WATERMELON SCHNAPPS
358927,Dekuyper Sour Watermelon Pucker,200,2.33,Jim Beam Brands,WATERMELON SCHNAPPS
404615,Dekuyper Sour Watermelon Pucker,375,4.59,Jim Beam Brands,WATERMELON SCHNAPPS
400334,Dekuyper Watermelon Squeeze,750,9.45,Jim Beam Brands,WATERMELON SCHNAPPS
167121,Dekuyper Watermelon Pucker Mini,502,0.78,Jim Beam Brands,WATERMELON SCHNAPPS
25857,Dekuyper Watermelon Pucker,50,0.29,Jim Beam Brands,WATERMELON SCHNAPPS
