,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
24,"frozenset({'BLENDED WHISKIES', 'CREAM LIQUEURS'})",frozenset({'SINGLE MALT SCOTCH'}),0.0014749262536873156,0.1084070796460177,0.0011061946902654867,0.75,6.918367346938775,1.0,0.0009463022424100034,3.566371681415929,0.8567208271787298,0.01016949152542373,0.7196029776674938,0.38010204081632654
25,"frozenset({'SINGLE MALT SCOTCH', 'COFFEE LIQUEURS'})",frozenset({'CANADIAN WHISKIES'}),0.0014749262536873156,0.0612094395280236,0.0011061946902654867,0.75,12.25301204819277,1.0,0.0010159152809321185,3.7551622418879056,0.9197439684884293,0.017964071856287428,0.7336999214454045,0.38403614457831325
26,"frozenset({'CANADIAN WHISKIES', 'COFFEE LIQUEURS'})",frozenset({'SINGLE MALT SCOTCH'}),0.0014749262536873156,0.1084070796460177,0.0011061946902654867,0.75,6.918367346938775,1.0,0.0009463022424100034,3.566371681415929,0.8567208271787298,0.01016949152542373,0.7196029776674938,0.38010204081632654
27,"frozenset({'CANADIAN WHISKIES', 'COFFEE LIQUEURS'})",frozenset({'VODKA FLAVORED'}),0.0014749262536873156,0.1544985250737463,0.0011061946902654867,0.75,4.854415274463007,1.0,0.0008783207594782503,3.382005899705015,0.7951747907434762,0.0071428571428571435,0.7043174880069778,0.3785799522673031
28,"frozenset({'COFFEE LIQUEURS', 'VODKA FLAVORED'})",frozenset({'CANADIAN WHISKIES'}),0.0014749262536873156,0.0612094395280236,0.0011061946902654867,0.75,12.25301204819277,1.0,0.0010159152809321185,3.7551622418879056,0.9197439684884293,0.017964071856287428,0.7336999214454045,0.38403614457831325
29,"frozenset({'HIGH PROOF BEER - AMERICAN', 'CANADIAN WHISKIES'})",frozenset({'FLAVORED RUM'}),0.0011061946902654867,0.06747787610619468,0.0011061946902654867,1.0,14.819672131147541,1.0,0.0010315510220064218,inf,0.9335548172757475,0.01639344262295082,1.0,0.5081967213114754
30,"frozenset({'CANADIAN WHISKIES', 'IRISH WHISKIES'})",frozenset({'IMPORTED VODKA'}),0.0011061946902654867,0.0866519174041298,0.0011061946902654867,1.0,11.540425531914893,1.0,0.0010103407993317147,inf,0.9143595422665189,0.01276595744680851,1.0,0.5063829787234042
31,"frozenset({'SINGLE MALT SCOTCH', 'COFFEE LIQUEURS'})",frozenset({'IMPORTED VODKA'}),0.0014749262536873156,0.0866519174041298,0.0011061946902654867,0.75,8.65531914893617,1.0,0.0009783895023537908,3.6533923303834808,0.8857705563761694,0.01271186440677966,0.7262817924909164,0.38138297872340426
32,"frozenset({'IMPORTED VODKA', 'COFFEE LIQUEURS'})",frozenset({'SINGLE MALT SCOTCH'}),0.0011061946902654867,0.1084070796460177,0.0011061946902654867,1.0,9.224489795918368,1.0,0.0009862753543738742,inf,0.8925802879291251,0.01020408163265306,1.0,0.5051020408163265
33,"frozenset({'SINGLE MALT SCOTCH', 'COFFEE LIQUEURS'})",frozenset({'VODKA FLAVORED'}),0.0014749262536873156,0.1544985250737463,0.0011061946902654867,0.75,4.854415274463007,1.0,0.0008783207594782503,3.382005899705015,0.7951747907434762,0.0071428571428571435,0.7043174880069778,0.3785799522673031
34,"frozenset({'COFFEE LIQUEURS', 'VODKA FLAVORED'})",frozenset({'SINGLE MALT SCOTCH'}),0.0014749262536873156,0.1084070796460177,0.0011061946902654867,0.75,6.918367346938775,1.0,0.0009463022424100034,3.566371681415929,0.8567208271787298,0.01016949152542373,0.7196029776674938,0.38010204081632654
35,"frozenset({'IMPORTED DRY GINS', 'CREAM LIQUEURS'})",frozenset({'SINGLE MALT SCOTCH'}),0.0014749262536873156,0.1084070796460177,0.0011061946902654867,0.75,6.918367346938775,1.0,0.0009463022424100034,3.566371681415929,0.8567208271787298,0.01016949152542373,0.7196029776674938,0.38010204081632654
36,"frozenset({'CREAM LIQUEURS', 'IRISH WHISKIES'})",frozenset({'IMPORTED VODKA'}),0.0018436578171091445,0.0866519174041298,0.0014749262536873156,0.8,9.232340425531916,1.0,0.0013151697687976958,4.566740412979352,0.8933321019578869,0.01694915254237288,0.7810254339927332,0.4085106382978724
37,"frozenset({'SINGLE MALT SCOTCH', 'IRISH WHISKIES'})",frozenset({'CREAM LIQUEURS'}),0.0014749262536873156,0.04277286135693215,0.0011061946902654867,0.75,17.53448275862069,1.0,0.00104310787410482,3.8289085545722714,0.944362383062531,0.025641025641025644,0.7388289676425269,0.3879310344827586
38,"frozenset({'CREAM LIQUEURS', 'IRISH WHISKIES'})",frozenset({'VODKA FLAVORED'}),0.0018436578171091445,0.1544985250737463,0.0014749262536873156,0.8,5.178042959427208,1.0,0.00119008384020327,4.227507374631269,0.8083671961581086,0.009523809523809523,0.7634539904055823,0.4047732696897375
39,"frozenset({'IMPORTED GRAPE BRANDIES', 'FLAVORED RUM'})",frozenset({'DECANTERS & SPECIALTY PACKAGES'}),0.0014749262536873156,0.19358407079646017,0.0011061946902654867,0.75,3.8742857142857146,1.0,0.0008206724619521236,3.225663716814159,0.7429837518463811,0.005703422053231939,0.6899862825788752,0.37785714285714284
40,"frozenset({'JAMAICA RUM', 'DECANTERS & SPECIALTY PACKAGES'})",frozenset({'FLAVORED RUM'}),0.0014749262536873156,0.06747787610619468,0.0011061946902654867,0.75,11.114754098360656,1.0,0.0010066697992534002,3.730088495575221,0.9113737075332349,0.01630434782608696,0.7319098457888493,0.3831967213114754
41,"frozenset({'MISCELLANEOUS SCHNAPPS', 'IMPORTED VODKA - MISC'})",frozenset({'DECANTERS & SPECIALTY PACKAGES'}),0.0011061946902654867,0.19358407079646017,0.0011061946902654867,1.0,5.1657142857142855,1.0,0.0008920530190304643,inf,0.8073089700996677,0.005714285714285714,1.0,0.5028571428571429
42,"frozenset({'JAMAICA RUM', 'DECANTERS & SPECIALTY PACKAGES'})",frozenset({'PUERTO RICO & VIRGIN ISLANDS RUM'}),0.0014749262536873156,0.05530973451327434,0.0011061946902654867,0.75,13.559999999999999,1.0,0.001024616910747383,3.7787610619469025,0.9276218611521418,0.019867549668874173,0.7353629976580797,0.385
43,"frozenset({'HIGH PROOF BEER - AMERICAN', 'STRAIGHT BOURBON WHISKIES'})",frozenset({'FLAVORED RUM'}),0.0011061946902654867,0.06747787610619468,0.0011061946902654867,1.0,14.819672131147541,1.0,0.0010315510220064218,inf,0.9335548172757475,0.01639344262295082,1.0,0.5081967213114754
44,"frozenset({'PUERTO RICO & VIRGIN ISLANDS RUM', 'MISC. AMERICAN CORDIALS & LIQUEURS'})",frozenset({'FLAVORED RUM'}),0.0014749262536873156,0.06747787610619468,0.0011061946902654867,0.75,11.114754098360656,1.0,0.0010066697992534002,3.730088495575221,0.9113737075332349,0.01630434782608696,0.7319098457888493,0.3831967213114754
45,"frozenset({'HIGH PROOF BEER - AMERICAN', 'SINGLE MALT SCOTCH'})",frozenset({'IMPORTED ALE'}),0.0011061946902654867,0.09402654867256637,0.0011061946902654867,1.0,10.63529411764706,1.0,0.0010021830213799044,inf,0.9069767441860465,0.011764705882352941,1.0,0.5058823529411764
46,"frozenset({'SINGLE MALT SCOTCH', 'IRISH WHISKIES'})",frozenset({'IMPORTED VODKA'}),0.0014749262536873156,0.0866519174041298,0.0011061946902654867,0.75,8.65531914893617,1.0,0.0009783895023537908,3.6533923303834808,0.8857705563761694,0.01271186440677966,0.7262817924909164,0.38138297872340426
47,"frozenset({'TEQUILA', 'IRISH WHISKIES'})",frozenset({'IMPORTED VODKA'}),0.0014749262536873156,0.0866519174041298,0.0011061946902654867,0.75,8.65531914893617,1.0,0.0009783895023537908,3.6533923303834808,0.8857705563761694,0.01271186440677966,0.7262817924909164,0.38138297872340426
48,"frozenset({'MISCELLANEOUS SCHNAPPS', 'IMPORTED VODKA'})",frozenset({'SINGLE MALT SCOTCH'}),0.0014749262536873156,0.1084070796460177,0.0014749262536873156,1.0,9.224489795918368,1.0,0.0013150338058318322,inf,0.8929098966026586,0.013605442176870748,1.0,0.5068027210884354
49,"frozenset({'SINGLE MALT SCOTCH', 'IRISH WHISKIES'})",frozenset({'VODKA FLAVORED'}),0.0014749262536873156,0.1544985250737463,0.0011061946902654867,0.75,4.854415274463007,1.0,0.0008783207594782503,3.382005899705015,0.7951747907434762,0.0071428571428571435,0.7043174880069778,0.3785799522673031
50,"frozenset({'TEQUILA', 'IRISH WHISKIES'})",frozenset({'VODKA FLAVORED'}),0.0014749262536873156,0.1544985250737463,0.0011061946902654867,0.75,4.854415274463007,1.0,0.0008783207594782503,3.382005899705015,0.7951747907434762,0.0071428571428571435,0.7043174880069778,0.3785799522673031
51,"frozenset({'MISCELLANEOUS SCHNAPPS', 'MISCELLANEOUS  BRANDIES'})",frozenset({'SINGLE MALT SCOTCH'}),0.0011061946902654867,0.1084070796460177,0.0011061946902654867,1.0,9.224489795918368,1.0,0.0009862753543738742,inf,0.8925802879291251,0.01020408163265306,1.0,0.5051020408163265
52,"frozenset({'OTHER PROOF VODKA', 'STRAIGHT BOURBON WHISKIES'})",frozenset({'TEQUILA'}),0.0011061946902654867,0.11504424778761062,0.0011061946902654867,1.0,8.692307692307692,1.0,0.000978933354217245,inf,0.8859357696567,0.009615384615384616,1.0,0.5048076923076923
53,"frozenset({'OTHER PROOF VODKA', 'TEQUILA'})",frozenset({'STRAIGHT BOURBON WHISKIES'}),0.0014749262536873156,0.08775811209439528,0.0011061946902654867,0.75,8.546218487394958,1.0,0.0009767579467634287,3.6489675516224187,0.8842934515017232,0.012552301255230124,0.7259498787388844,0.38130252100840334
54,"frozenset({'PUERTO RICO & VIRGIN ISLANDS RUM', 'WHISKEY LIQUEUR'})",frozenset({'TEQUILA'}),0.0011061946902654867,0.11504424778761062,0.0011061946902654867,1.0,8.692307692307692,1.0,0.000978933354217245,inf,0.8859357696567,0.009615384615384616,1.0,0.5048076923076923
55,"frozenset({'CANADIAN WHISKIES', 'BLENDED WHISKIES', 'AMERICAN DRY GINS'})",frozenset({'AMERICAN COCKTAILS'}),0.0014749262536873156,0.11946902654867257,0.0011061946902654867,0.75,6.277777777777778,1.0,0.0009299866865063826,3.52212389380531,0.8419497784342689,0.00923076923076923,0.7160804020100503,0.37962962962962965
56,"frozenset({'CANADIAN WHISKIES', 'BLENDED WHISKIES', 'AMERICAN COCKTAILS'})",frozenset({'AMERICAN DRY GINS'}),0.0011061946902654867,0.0357669616519174,0.0011061946902654867,1.0,27.95876288659794,1.0,0.0010666294671992063,inf,0.9653008490217793,0.030927835051546393,1.0,0.5154639175257731
57,"frozenset({'CANADIAN WHISKIES', 'AMERICAN DRY GINS', 'AMERICAN COCKTAILS'})",frozenset({'BLENDED WHISKIES'}),0.0011061946902654867,0.029129793510324485,0.0011061946902654867,1.0,34.32911392405063,1.0,0.0010739714673558358,inf,0.9719453672942047,0.0379746835443038,1.0,0.5189873417721519
58,"frozenset({'BLENDED WHISKIES', 'AMERICAN DRY GINS', 'AMERICAN COCKTAILS'})",frozenset({'CANADIAN WHISKIES'}),0.0014749262536873156,0.0612094395280236,0.0011061946902654867,0.75,12.25301204819277,1.0,0.0010159152809321185,3.7551622418879056,0.9197439684884293,0.017964071856287428,0.7336999214454045,0.38403614457831325
59,"frozenset({'SINGLE MALT SCOTCH', 'BLENDED WHISKIES', 'AMERICAN DRY GINS'})",frozenset({'AMERICAN COCKTAILS'}),0.0011061946902654867,0.11946902654867257,0.0011061946902654867,1.0,8.37037037037037,1.0,0.0009740386874461586,inf,0.8815060908084164,0.009259259259259259,1.0,0.5046296296296297
60,"frozenset({'SINGLE MALT SCOTCH', 'BLENDED WHISKIES', 'AMERICAN COCKTAILS'})",frozenset({'AMERICAN DRY GINS'}),0.0014749262536873156,0.0357669616519174,0.0011061946902654867,0.75,20.969072164948454,1.0,0.0010534410595104463,3.8569321533923304,0.9537173806006893,0.030612244897959186,0.7407265774378585,0.3904639175257732
61,"frozenset({'SINGLE MALT SCOTCH', 'AMERICAN DRY GINS', 'AMERICAN COCKTAILS'})",frozenset({'BLENDED WHISKIES'}),0.0014749262536873156,0.029129793510324485,0.0011061946902654867,0.75,25.746835443037973,1.0,0.0010632303930526187,3.883480825958702,0.9625800098473659,0.0375,0.7424990505127231,0.3939873417721519
62,"frozenset({'BLENDED WHISKIES', 'AMERICAN DRY GINS', 'AMERICAN COCKTAILS'})",frozenset({'SINGLE MALT SCOTCH'}),0.0014749262536873156,0.1084070796460177,0.0011061946902654867,0.75,6.918367346938775,1.0,0.0009463022424100034,3.566371681415929,0.8567208271787298,0.01016949152542373,0.7196029776674938,0.38010204081632654
63,"frozenset({'BLENDED WHISKIES', 'STRAIGHT BOURBON WHISKIES', 'AMERICAN DRY GINS'})",frozenset({'AMERICAN COCKTAILS'}),0.0014749262536873156,0.11946902654867257,0.0011061946902654867,0.75,6.277777777777778,1.0,0.0009299866865063826,3.52212389380531,0.8419497784342689,0.00923076923076923,0.7160804020100503,0.37962962962962965
64,"frozenset({'BLENDED WHISKIES', 'STRAIGHT BOURBON WHISKIES', 'AMERICAN COCKTAILS'})",frozenset({'AMERICAN DRY GINS'}),0.0014749262536873156,0.0357669616519174,0.0011061946902654867,0.75,20.969072164948454,1.0,0.0010534410595104463,3.8569321533923304,0.9537173806006893,0.030612244897959186,0.7407265774378585,0.3904639175257732
65,"frozenset({'BLENDED WHISKIES', 'AMERICAN DRY GINS', 'AMERICAN COCKTAILS'})",frozenset({'STRAIGHT BOURBON WHISKIES'}),0.0014749262536873156,0.08775811209439528,0.0011061946902654867,0.75,8.546218487394958,1.0,0.0009767579467634287,3.6489675516224187,0.8842934515017232,0.012552301255230124,0.7259498787388844,0.38130252100840334
66,"frozenset({'STRAIGHT BOURBON WHISKIES', 'AMERICAN DRY GINS', 'AMERICAN COCKTAILS'})",frozenset({'BLENDED WHISKIES'}),0.0011061946902654867,0.029129793510324485,0.0011061946902654867,1.0,34.32911392405063,1.0,0.0010739714673558358,inf,0.9719453672942047,0.0379746835443038,1.0,0.5189873417721519
67,"frozenset({'SINGLE MALT SCOTCH', 'CANADIAN WHISKIES', 'AMERICAN DRY GINS'})",frozenset({'AMERICAN COCKTAILS'}),0.0011061946902654867,0.11946902654867257,0.0011061946902654867,1.0,8.37037037037037,1.0,0.0009740386874461586,inf,0.8815060908084164,0.009259259259259259,1.0,0.5046296296296297
68,"frozenset({'SINGLE MALT SCOTCH', 'CANADIAN WHISKIES', 'AMERICAN COCKTAILS'})",frozenset({'AMERICAN DRY GINS'}),0.0011061946902654867,0.0357669616519174,0.0011061946902654867,1.0,27.95876288659794,1.0,0.0010666294671992063,inf,0.9653008490217793,0.030927835051546393,1.0,0.5154639175257731
69,"frozenset({'SINGLE MALT SCOTCH', 'AMERICAN DRY GINS', 'AMERICAN COCKTAILS'})",frozenset({'CANADIAN WHISKIES'}),0.0014749262536873156,0.0612094395280236,0.0011061946902654867,0.75,12.25301204819277,1.0,0.0010159152809321185,3.7551622418879056,0.9197439684884293,0.017964071856287428,0.7336999214454045,0.38403614457831325
70,"frozenset({'CANADIAN WHISKIES', 'AMERICAN DRY GINS', 'AMERICAN COCKTAILS'})",frozenset({'SINGLE MALT SCOTCH'}),0.0011061946902654867,0.1084070796460177,0.0011061946902654867,1.0,9.224489795918368,1.0,0.0009862753543738742,inf,0.8925802879291251,0.01020408163265306,1.0,0.5051020408163265
71,"frozenset({'CANADIAN WHISKIES', 'STRAIGHT BOURBON WHISKIES', 'AMERICAN DRY GINS'})",frozenset({'AMERICAN COCKTAILS'}),0.0014749262536873156,0.11946902654867257,0.0011061946902654867,0.75,6.277777777777778,1.0,0.0009299866865063826,3.52212389380531,0.8419497784342689,0.00923076923076923,0.7160804020100503,0.37962962962962965
72,"frozenset({'CANADIAN WHISKIES', 'AMERICAN DRY GINS', 'AMERICAN COCKTAILS'})",frozenset({'STRAIGHT BOURBON WHISKIES'}),0.0011061946902654867,0.08775811209439528,0.0011061946902654867,1.0,11.394957983193278,1.0,0.0010091171326389431,inf,0.9132521225544481,0.012605042016806723,1.0,0.5063025210084033
73,"frozenset({'STRAIGHT BOURBON WHISKIES', 'AMERICAN DRY GINS', 'AMERICAN COCKTAILS'})",frozenset({'CANADIAN WHISKIES'}),0.0011061946902654867,0.0612094395280236,0.0011061946902654867,1.0,16.337349397590362,1.0,0.0010384851332654605,inf,0.939830195644149,0.018072289156626505,1.0,0.5090361445783133
74,"frozenset({'SINGLE MALT SCOTCH', 'STRAIGHT BOURBON WHISKIES', 'AMERICAN DRY GINS'})",frozenset({'AMERICAN COCKTAILS'}),0.0011061946902654867,0.11946902654867257,0.0011061946902654867,1.0,8.37037037037037,1.0,0.0009740386874461586,inf,0.8815060908084164,0.009259259259259259,1.0,0.5046296296296297
75,"frozenset({'SINGLE MALT SCOTCH', 'AMERICAN DRY GINS', 'AMERICAN COCKTAILS'})",frozenset({'STRAIGHT BOURBON WHISKIES'}),0.0014749262536873156,0.08775811209439528,0.0011061946902654867,0.75,8.546218487394958,1.0,0.0009767579467634287,3.6489675516224187,0.8842934515017232,0.012552301255230124,0.7259498787388844,0.38130252100840334
76,"frozenset({'STRAIGHT BOURBON WHISKIES', 'AMERICAN DRY GINS', 'AMERICAN COCKTAILS'})",frozenset({'SINGLE MALT SCOTCH'}),0.0011061946902654867,0.1084070796460177,0.0011061946902654867,1.0,9.224489795918368,1.0,0.0009862753543738742,inf,0.8925802879291251,0.01020408163265306,1.0,0.5051020408163265
77,"frozenset({'SINGLE MALT SCOTCH', 'CANADIAN WHISKIES', 'BLENDED WHISKIES'})",frozenset({'AMERICAN COCKTAILS'}),0.0014749262536873156,0.11946902654867257,0.0011061946902654867,0.75,6.277777777777778,1.0,0.0009299866865063826,3.52212389380531,0.8419497784342689,0.00923076923076923,0.7160804020100503,0.37962962962962965
78,"frozenset({'SINGLE MALT SCOTCH', 'CANADIAN WHISKIES', 'AMERICAN COCKTAILS'})",frozenset({'BLENDED WHISKIES'}),0.0011061946902654867,0.029129793510324485,0.0011061946902654867,1.0,34.32911392405063,1.0,0.0010739714673558358,inf,0.9719453672942047,0.0379746835443038,1.0,0.5189873417721519
79,"frozenset({'SINGLE MALT SCOTCH', 'BLENDED WHISKIES', 'AMERICAN COCKTAILS'})",frozenset({'CANADIAN WHISKIES'}),0.0014749262536873156,0.0612094395280236,0.0011061946902654867,0.75,12.25301204819277,1.0,0.0010159152809321185,3.7551622418879056,0.9197439684884293,0.017964071856287428,0.7336999214454045,0.38403614457831325
80,"frozenset({'CANADIAN WHISKIES', 'BLENDED WHISKIES', 'AMERICAN COCKTAILS'})",frozenset({'SINGLE MALT SCOTCH'}),0.0011061946902654867,0.1084070796460177,0.0011061946902654867,1.0,9.224489795918368,1.0,0.0009862753543738742,inf,0.8925802879291251,0.01020408163265306,1.0,0.5051020408163265
81,"frozenset({'CANADIAN WHISKIES', 'BLENDED WHISKIES', 'AMERICAN COCKTAILS'})",frozenset({'STRAIGHT BOURBON WHISKIES'}),0.0011061946902654867,0.08775811209439528,0.0011061946902654867,1.0,11.394957983193278,1.0,0.0010091171326389431,inf,0.9132521225544481,0.012605042016806723,1.0,0.5063025210084033
82,"frozenset({'BLENDED WHISKIES', 'STRAIGHT BOURBON WHISKIES', 'AMERICAN COCKTAILS'})",frozenset({'CANADIAN WHISKIES'}),0.0014749262536873156,0.0612094395280236,0.0011061946902654867,0.75,12.25301204819277,1.0,0.0010159152809321185,3.7551622418879056,0.9197439684884293,0.017964071856287428,0.7336999214454045,0.38403614457831325
83,"frozenset({'SINGLE MALT SCOTCH', 'BLENDED WHISKIES', 'STRAIGHT BOURBON WHISKIES'})",frozenset({'AMERICAN COCKTAILS'}),0.0014749262536873156,0.11946902654867257,0.0011061946902654867,0.75,6.277777777777778,1.0,0.0009299866865063826,3.52212389380531,0.8419497784342689,0.00923076923076923,0.7160804020100503,0.37962962962962965
