itemid,nombre,volumen,precio,marca,categoria
225261,Davinia Hazelnut Liqueur,750,22.5,Luxco-Cleveland,MISC. AMERICAN CORDIALS & LIQUEURS
289173,Black Duck Cranberry Liqueur,750,14.4,Luxco-Cleveland,MISC. AMERICAN CORDIALS & LIQUEURS
375669,Grand Muriel Orange Liqueur,750,22.5,Luxco-Cleveland,MISC. AMERICAN CORDIALS & LIQUEURS
198404,Nutcracker Tropical Fruit Liqueur,750,19.41,Luxco-Cleveland,MISC. AMERICAN CORDIALS & LIQUEURS
456235,Paramount Banana Liqueur,750,7.5,Luxco-Cleveland,MISC. AMERICAN CORDIALS & LIQUEURS
344921,Getreide Kummel,750,7.31,Luxco-Cleveland,MISC. AMERICAN CORDIALS & LIQUEURS
