itemid,nombre,volumen,precio,marca,categoria
439963,Ice Box Butterscotch Cream,1750,9.35,"White Rock Distilleries, Inc.",AMERICAN COCKTAILS
185847,Ice Box Butterscotch Cream,750,5.0,"White Rock Distilleries, Inc.",AMERICAN COCKTAILS
361496,Ice Box B-52,1750,9.99,"White Rock Distilleries, Inc.",AMERICAN COCKTAILS
450082,Ice Box Raspberry Mudslide,750,4.25,"White Rock Distilleries, Inc.",AMERICAN COCKTAILS
2660,Ice Box Raspberry Mudslide,1750,7.74,"White Rock Distilleries, Inc.",AMERICAN COCKTAILS
199408,Ice Box Rattlesnake,1750,9.99,"White Rock Distilleries, Inc.",AMERICAN COCKTAILS
191264,Ice Box Margarita,1750,9.35,"White Rock Distilleries, Inc.",AMERICAN COCKTAILS
27221,Ice Box Chocolate Banana Split,1750,9.99,"White Rock Distilleries, Inc.",AMERICAN COCKTAILS
315571,Ice Box Coconut Almond Mudslide,750,5.0,"White Rock Distilleries, Inc.",AMERICAN COCKTAILS
303341,Ice Box Coconut Almond Mudslide,1750,7.74,"White Rock Distilleries, Inc.",AMERICAN COCKTAILS
50648,Ice Box Chocolate Cherry Mudslide,1750,9.99,"White Rock Distilleries, Inc.",AMERICAN COCKTAILS
152260,Ice Box Peppermint Patty Mudslide,750,5.0,"White Rock Distilleries, Inc.",AMERICAN COCKTAILS
208637,Ice Box Peppermint Patty Mudslide,1750,9.99,"White Rock Distilleries, Inc.",AMERICAN COCKTAILS
414914,Little Syd's Gin & Grapefruit,375,1.73,"White Rock Distilleries, Inc.",AMERICAN COCKTAILS
121681,Little Syd's Gin & Grapefruit,750,3.32,"White Rock Distilleries, Inc.",AMERICAN COCKTAILS
257611,Mancini's Apple Martini,750,11.33,"White Rock Distilleries, Inc.",AMERICAN COCKTAILS
97158,Mancini's Cosmo Martini,750,11.33,"White Rock Distilleries, Inc.",AMERICAN COCKTAILS
359808,Mancini's Tropical Martini,750,11.33,"White Rock Distilleries, Inc.",AMERICAN COCKTAILS
343468,Mancini's Tropical Martini,750,11.72,"White Rock Distilleries, Inc.",AMERICAN COCKTAILS
221980,Mancini's Cosmo Martini,750,11.72,"White Rock Distilleries, Inc.",AMERICAN COCKTAILS
24734,Mancini's Apple Martini,750,11.72,"White Rock Distilleries, Inc.",AMERICAN COCKTAILS
