itemid,nombre,volumen,precio,marca,categoria
464404,Glenfarclas 1968,750,233.72,"Sazerac Co., Inc.",SINGLE MALT SCOTCH
115213,Glenfarclas 12yr 3pak Sing Malt Scotch(dno),750,34.95,"Sazerac Co., Inc.",SINGLE MALT SCOTCH
306297,Glenfarclas 21yr 3pak (don't Use),750,79.95,"Sazerac Co., Inc.",SINGLE MALT SCOTCH
239514,Glenfarclas 17yr 3pak Sing Malt Scotch (dno),750,64.95,"Sazerac Co., Inc.",SINGLE MALT SCOTCH
335655,Old Pulteney 12yr Sing Malt Scotch DNO DISC,750,32.0,"Sazerac Co., Inc.",SINGLE MALT SCOTCH
430050,Glenfarclas 10yr 3pak Sing Malt Scotch (dno),750,29.96,"Sazerac Co., Inc.",SINGLE MALT SCOTCH
371445,Ancnoc 12yr,750,33.08,"Sazerac Co., Inc.",SINGLE MALT SCOTCH
450788,Speyburn Single Malt Scotch,750,19.49,"Sazerac Co., Inc.",SINGLE MALT SCOTCH
