itemid,nombre,volumen,precio,marca,categoria
108343,Armdale Vodka,750,25.73,"WILLIAM GRANT AND SONS, INC.",IMPORTED VODKA
237704,Stolichnaya Citros,750,16.8,"WILLIAM GRANT AND SONS, INC.",IMPORTED VODKA
171962,Stoli Kafya (coffee),750,16.8,"WILLIAM GRANT AND SONS, INC.",IMPORTED VODKA
327799,Stolichnaya Gold Vodka,750,20.58,"WILLIAM GRANT AND SONS, INC.",IMPORTED VODKA
368700,Stolichnaya Russian Vodka 80prf,603,14.48,"WILLIAM GRANT AND SONS, INC.",IMPORTED VODKA
399983,Reyka Vodka,750,16.46,"WILLIAM GRANT AND SONS, INC.",IMPORTED VODKA
331147,Stolichnaya Russian Vodka 100prf,750,10.4,"WILLIAM GRANT AND SONS, INC.",IMPORTED VODKA
184488,Reyka,1750,27.75,"WILLIAM GRANT AND SONS, INC.",IMPORTED VODKA
30155,Stolichnaya Blueberi Vodka,502,11.21,"WILLIAM GRANT AND SONS, INC.",IMPORTED VODKA
212351,Stoli Persik (peach),750,18.36,"WILLIAM GRANT AND SONS, INC.",IMPORTED VODKA
360549,Stoli Zinamon (cinnamon),750,16.8,"WILLIAM GRANT AND SONS, INC.",IMPORTED VODKA
116481,Stoli Blakberi,750,18.36,"WILLIAM GRANT AND SONS, INC.",IMPORTED VODKA
253775,Stolichnaya Gala Applik,1750,35.19,"WILLIAM GRANT AND SONS, INC.",IMPORTED VODKA
9199,Reyka Icelandic Vodka,1000,21.75,"WILLIAM GRANT AND SONS, INC.",IMPORTED VODKA
387451,Reyka Vodka,750,18.75,"WILLIAM GRANT AND SONS, INC.",IMPORTED VODKA
159344,Armadale Vodka (dno),1000,25.73,"WILLIAM GRANT AND SONS, INC.",IMPORTED VODKA
