itemid,nombre,volumen,precio,marca,categoria
82811,Phillips Peppermint Schnapps,502,6.95,Phillips Beverage Company,PEPPERMINT SCHNAPPS
346732,Phillips Peppermint Schnapps,750,5.88,Phillips Beverage Company,PEPPERMINT SCHNAPPS
361028,Phillips Peppermint Schnapps,1000,7.29,Phillips Beverage Company,PEPPERMINT SCHNAPPS
377501,Phillips Blue 100 Peppermint Schnapps,750,10.41,Phillips Beverage Company,PEPPERMINT SCHNAPPS
102938,Ice Hole Mint Schnapps,750,7.73,Phillips Beverage Company,PEPPERMINT SCHNAPPS
99907,Ice Hole Mint Schnapps,514,6.92,Phillips Beverage Company,PEPPERMINT SCHNAPPS
79823,Ice Hole Mint Schnapps,50,0.69,Phillips Beverage Company,PEPPERMINT SCHNAPPS
175749,Phillips Blue 100 Peppermint Schnapps,375,5.7,Phillips Beverage Company,PEPPERMINT SCHNAPPS
132126,Phillips Blue 100 Schnapps,1000,13.5,Phillips Beverage Company,PEPPERMINT SCHNAPPS
59119,Phillips Blue 100 Schnapps,750,10.38,Phillips Beverage Company,PEPPERMINT SCHNAPPS
270527,Phillips Peppermint 60prf Schnapps,200,1.99,Phillips Beverage Company,PEPPERMINT SCHNAPPS
14644,Phillips Peppermint 60prf Schnapps,375,4.04,Phillips Beverage Company,PEPPERMINT SCHNAPPS
191555,Phillips Peppermint 80prf Schnapps,375,4.23,Phillips Beverage Company,PEPPERMINT SCHNAPPS
18038,Phillips Peppermint Schnapps,750,5.93,Phillips Beverage Company,PEPPERMINT SCHNAPPS
6469,Phillips Peppermint 80prf Schnapps,750,7.48,Phillips Beverage Company,PEPPERMINT SCHNAPPS
347113,Phillips Peppermint 80prf Schnapps,200,2.18,Phillips Beverage Company,PEPPERMINT SCHNAPPS
18849,Phillips 60 Peppermint Schnapps,1000,7.52,Phillips Beverage Company,PEPPERMINT SCHNAPPS
66117,Phillips Blue 100 Pet,750,10.38,Phillips Beverage Company,PEPPERMINT SCHNAPPS
222696,Phillips Blue 100 Schnapps,200,2.84,Phillips Beverage Company,PEPPERMINT SCHNAPPS
385922,Ice Hole Exotic Schnapps,1000,10.13,Phillips Beverage Company,PEPPERMINT SCHNAPPS
