itemid,nombre,volumen,precio,marca,categoria
403240,Twisted Sheilas Lime Tequila,750,11.6,"Constellation Wine Company, Inc.",TEQUILA
347014,Casa Noble Crystal,750,30.0,"Constellation Wine Company, Inc.",TEQUILA
333093,Casa Noble Crystal,750,30.0,"Constellation Wine Company, Inc.",TEQUILA
456471,Casa Noble Reposado,750,37.5,"Constellation Wine Company, Inc.",TEQUILA
54435,Casa Noble Anejo,750,45.0,"Constellation Wine Company, Inc.",TEQUILA
301063,Casa Noble Anejo,750,37.5,"Constellation Wine Company, Inc.",TEQUILA
909,Casa Noble Reposado,750,44.0,"Constellation Wine Company, Inc.",TEQUILA
398634,Casa Noble Anejo,750,76.25,"Constellation Wine Company, Inc.",TEQUILA
393014,Casa Noble Crystal(blanco),750,30.0,"Constellation Wine Company, Inc.",TEQUILA
