itemid,nombre,volumen,precio,marca,categoria
138356,Smirnoff Coconut Mini,500,8.58,Diageo Americas,VODKA FLAVORED
461765,Jeremiah Weed Sweet Tea Vodka,750,14.99,Diageo Americas,VODKA FLAVORED
221963,Jeremiah Weed Sweet Tea,1000,15.75,Diageo Americas,VODKA FLAVORED
4887,Jeremiah Weed Sweet Tea Vodka,1750,22.46,Diageo Americas,VODKA FLAVORED
336393,Jeremiah Weed Sweet Tea Mini,500,6.42,Diageo Americas,VODKA FLAVORED
321712,Gordon's Orange Flavored Vodka,750,7.89,Diageo Americas,VODKA FLAVORED
207993,Shady Fruit Real Valencia Orange Mini,500,7.05,Diageo Americas,VODKA FLAVORED
32227,Shady Fruit Valencia Orange,750,11.99,Diageo Americas,VODKA FLAVORED
451806,Shady Fruit Real Ruby Red Grapefruit Mini,500,7.05,Diageo Americas,VODKA FLAVORED
445728,Shady Fruit Ruby Red Grapefruit,750,11.99,Diageo Americas,VODKA FLAVORED
448119,Shady Fruit Real Ruby Red Grapefruit,1750,11.99,Diageo Americas,VODKA FLAVORED
249161,Smirnoff Cinna-Sugar Twist,750,12.38,Diageo Americas,VODKA FLAVORED
194643,Smirnoff Wild Honey Mini,500,8.58,Diageo Americas,VODKA FLAVORED
432478,Smirnoff Wild Honey,750,12.38,Diageo Americas,VODKA FLAVORED
261886,Smirnoff Amaretto Mini,500,8.58,Diageo Americas,VODKA FLAVORED
299915,Smirnoff Root Beer Float Mini,500,8.58,Diageo Americas,VODKA FLAVORED
296968,Smirnoff Root Beer Float,750,12.38,Diageo Americas,VODKA FLAVORED
273555,Smirnoff Iced Cake Mini,500,8.58,Diageo Americas,VODKA FLAVORED
406071,Smirnoff Iced Cake,750,12.38,Diageo Americas,VODKA FLAVORED
367790,Smirnoff Kissed Caramel Mini,500,8.58,Diageo Americas,VODKA FLAVORED
161911,Smirnoff Kissed Caramel,750,12.38,Diageo Americas,VODKA FLAVORED
156896,Smirnoff Spiced Root Beer,750,12.17,Diageo Americas,VODKA FLAVORED
134255,Smirnoff Dark Roasted Espresso Mini,502,5.82,Diageo Americas,VODKA FLAVORED
428554,Smirnoff Pineapple Vodka,750,12.38,Diageo Americas,VODKA FLAVORED
73051,Smirnoff Grape Vodka,750,12.38,Diageo Americas,VODKA FLAVORED
457410,Smirnoff Passion Fruit Vodka,750,12.38,Diageo Americas,VODKA FLAVORED
123079,Smirnoff Twist Of Watermelon,502,8.58,Diageo Americas,VODKA FLAVORED
116475,Smirnoff Twist Of Watermelon,502,5.07,Diageo Americas,VODKA FLAVORED
44001,Smirnoff Fluffed Marshallmallow Mini,500,8.58,Diageo Americas,VODKA FLAVORED
180751,Smirnoff Watermelon Vodka,750,12.38,Diageo Americas,VODKA FLAVORED
335331,Smirnoff Twist Of Watermelon,1000,13.8,Diageo Americas,VODKA FLAVORED
26154,Smirnoff Fluffed Marshmallow,750,12.38,Diageo Americas,VODKA FLAVORED
255708,Smirnoff Twist Of Strawberry,502,8.58,Diageo Americas,VODKA FLAVORED
8611,Smirnoff Strawberry Vodka,750,12.38,Diageo Americas,VODKA FLAVORED
100393,Smirnoff Strawberry Vodka,1000,13.88,Diageo Americas,VODKA FLAVORED
431918,Smirnoff Whipped Cream Mini,500,8.57,Diageo Americas,VODKA FLAVORED
111530,Smirnoff Whipped Cream,750,12.38,Diageo Americas,VODKA FLAVORED
55133,Smirnoff Black Cherry Twist,502,8.58,Diageo Americas,VODKA FLAVORED
160272,Smirnoff Cherry Vodka,750,12.38,Diageo Americas,VODKA FLAVORED
276282,Smirnoff Twist Of Blueberry,502,8.58,Diageo Americas,VODKA FLAVORED
362851,Smirnoff Blueberry Vodka,750,12.38,Diageo Americas,VODKA FLAVORED
444190,Jeremiah Weed Peach Sweet Tea,750,14.99,Diageo Americas,VODKA FLAVORED
44845,Gordon's Citrus Vodka,750,7.89,Diageo Americas,VODKA FLAVORED
436938,Gordon's Wildberry Flavored Vodka,750,7.89,Diageo Americas,VODKA FLAVORED
366421,Smirnoff Twist Of Lime,502,8.58,Diageo Americas,VODKA FLAVORED
329443,Smirnoff Lime Vodka,750,12.38,Diageo Americas,VODKA FLAVORED
179290,Smirnoff Cranberry Vodka,750,12.38,Diageo Americas,VODKA FLAVORED
273747,Smirnoff Twist Of Green Apple,1000,13.8,Diageo Americas,VODKA FLAVORED
54008,Smirnoff Flavor Twist Five Pack,6000,3.39,Diageo Americas,VODKA FLAVORED
322078,Smirnoff Twist Of Green Apple,1750,22.53,Diageo Americas,VODKA FLAVORED
324670,Smirnoff Green Apple Vodka,750,12.38,Diageo Americas,VODKA FLAVORED
25688,Smirnoff Twist Of Cranberry,1000,13.8,Diageo Americas,VODKA FLAVORED
266085,Smirnoff Citrus Vodka,750,12.38,Diageo Americas,VODKA FLAVORED
451501,Smirnoff Citrus Vodka,1000,13.88,Diageo Americas,VODKA FLAVORED
7574,Smirnoff Orange Vodka,750,12.38,Diageo Americas,VODKA FLAVORED
327083,Smirnoff Orange Vodka,1000,13.88,Diageo Americas,VODKA FLAVORED
362634,Smirnoff Twist Of Orange,1750,22.53,Diageo Americas,VODKA FLAVORED
449489,Smirnoff Raspberry Vodka,750,12.38,Diageo Americas,VODKA FLAVORED
384212,Smirnoff Raspberry Vodka,1000,13.88,Diageo Americas,VODKA FLAVORED
415653,Smirnoff Raspberry,1750,20.97,Diageo Americas,VODKA FLAVORED
410143,Smirnoff Vanilla,1750,20.97,Diageo Americas,VODKA FLAVORED
378223,Smirnoff Vanilla Vodka,750,12.38,Diageo Americas,VODKA FLAVORED
132672,Smirnoff Vanilla Vodka,1000,13.88,Diageo Americas,VODKA FLAVORED
60980,Popov Cherry Vodka,750,6.42,Diageo Americas,VODKA FLAVORED
266476,Popov Grape Vodka,750,6.42,Diageo Americas,VODKA FLAVORED
465951,Popov Raspberry Vodka,750,6.42,Diageo Americas,VODKA FLAVORED
435265,Ursus Blue Raspberry Vodka,750,8.22,Diageo Americas,VODKA FLAVORED
41422,Ursus Blue Raspberry Vodka,1000,9.68,Diageo Americas,VODKA FLAVORED
151839,Ursus Green Apple Vodka,750,8.22,Diageo Americas,VODKA FLAVORED
184086,Ursus Green Apple Vodka,1000,9.68,Diageo Americas,VODKA FLAVORED
260609,Ursus Punch Flavored Vodka,750,8.22,Diageo Americas,VODKA FLAVORED
445105,Ursus Punch Vodka,1000,9.68,Diageo Americas,VODKA FLAVORED
416012,Smirnoff Peach Mini,500,8.58,Diageo Americas,VODKA FLAVORED
241274,Smirnoff Peach Vodka,750,12.38,Diageo Americas,VODKA FLAVORED
193554,Godiva Chocolate Raspberry Vodka,750,24.0,Diageo Americas,VODKA FLAVORED
390379,Godiva Chocolate Vodka,750,24.0,Diageo Americas,VODKA FLAVORED
406543,Smirnoff Sorbet Light White Peach,750,12.38,Diageo Americas,VODKA FLAVORED
446852,Smirnoff Sorbet Light Summer Strawberry,750,12.38,Diageo Americas,VODKA FLAVORED
260256,Smirnoff Sorbet Light Pineapple Coconut Mini,500,8.58,Diageo Americas,VODKA FLAVORED
187719,Smirnoff Sorbet Light Pineapple Coconut,750,12.38,Diageo Americas,VODKA FLAVORED
291217,Smirnoff Sorbet Light Lemon,750,12.38,Diageo Americas,VODKA FLAVORED
173956,Smirnoff Sorbet Light Mango Passion Fruit,750,12.38,Diageo Americas,VODKA FLAVORED
269085,Smirnoff Sorbet Light Raspberry Pomegranate,750,12.38,Diageo Americas,VODKA FLAVORED
