itemid,nombre,volumen,precio,marca,categoria
192144,Black Velvet Toasted Caramel,1750,19.49,"Constellation Wine Company, Inc.",CANADIAN WHISKIES
23250,Black Velvet Toasted Caramel Mini,600,10.68,"Constellation Wine Company, Inc.",CANADIAN WHISKIES
187992,Black Velvet Cinnamon Rush Mini,600,8.91,"Constellation Wine Company, Inc.",CANADIAN WHISKIES
423897,Black Velvet Toasted Caramel,375,4.61,"Constellation Wine Company, Inc.",CANADIAN WHISKIES
110115,Black Velvet 50th Anniversary Reserve,750,24.59,"Constellation Wine Company, Inc.",CANADIAN WHISKIES
215178,Black Velvet Toasted Caramel,750,10.13,"Constellation Wine Company, Inc.",CANADIAN WHISKIES
49257,Black Velvet Cinnamon Rush,750,10.13,"Constellation Wine Company, Inc.",CANADIAN WHISKIES
108618,Black Velvet Reserve,750,10.5,"Constellation Wine Company, Inc.",CANADIAN WHISKIES
200625,Black Velvet Reserve,1750,19.49,"Constellation Wine Company, Inc.",CANADIAN WHISKIES
1423,Black Velvet Mini,600,10.2,"Constellation Wine Company, Inc.",CANADIAN WHISKIES
449912,Black Velvet,200,2.34,"Constellation Wine Company, Inc.",CANADIAN WHISKIES
227311,Black Velvet,375,4.61,"Constellation Wine Company, Inc.",CANADIAN WHISKIES
450726,Black Velvet,750,7.85,"Constellation Wine Company, Inc.",CANADIAN WHISKIES
157459,Black Velvet,1000,9.95,"Constellation Wine Company, Inc.",CANADIAN WHISKIES
227790,Black Velvet Canadian Whisky,1750,15.3,"Constellation Wine Company, Inc.",CANADIAN WHISKIES
175560,Black Velvet Traveler,750,7.85,"Constellation Wine Company, Inc.",CANADIAN WHISKIES
160785,Black Velvet,1750,14.93,"Constellation Wine Company, Inc.",CANADIAN WHISKIES
74511,Mcmaster's Canadian Whiskey,1000,8.33,"Constellation Wine Company, Inc.",CANADIAN WHISKIES
303245,Mcmaster's Canadian,1750,13.43,"Constellation Wine Company, Inc.",CANADIAN WHISKIES
30702,Black Velvet Canadian Whisky,50,0.59,"Constellation Wine Company, Inc.",CANADIAN WHISKIES
