itemid,nombre,volumen,precio,marca,categoria
342848,Signatory Glenrothes 12yr,750,47.51,Total Beverage Solutions,SINGLE MALT SCOTCH
436666,Signatory Laphroaig,750,41.51,Total Beverage Solutions,SINGLE MALT SCOTCH
310720,Edradour 10yr Sing Malt Scotch,750,49.01,Total Beverage Solutions,SINGLE MALT SCOTCH
305496,Signatory Rosebank,750,77.51,Total Beverage Solutions,SINGLE MALT SCOTCH
220675,Signatory Bunnahabhain 10yr,750,46.01,Total Beverage Solutions,SINGLE MALT SCOTCH
158194,Signatory Longmore,750,55.5,Total Beverage Solutions,SINGLE MALT SCOTCH
42910,Signatory Cragganmore 10yr,750,43.01,Total Beverage Solutions,SINGLE MALT SCOTCH
293733,Tullibardine 14yr,750,44.51,Total Beverage Solutions,SINGLE MALT SCOTCH
276402,Edradour Unchillfiltered 10yr,750,55.17,Total Beverage Solutions,SINGLE MALT SCOTCH
440892,Edradour Caledonia 12yr,750,57.68,Total Beverage Solutions,SINGLE MALT SCOTCH
