itemid,nombre,volumen,precio,marca,categoria
285346,Banker's Club Rum,1750,7.5,"White Rock Distilleries, Inc.",PUERTO RICO & VIRGIN ISLANDS RUM
359765,Ron Virgin White Rum,1750,11.37,"White Rock Distilleries, Inc.",PUERTO RICO & VIRGIN ISLANDS RUM
239564,Vpa Gold Label Rum (vi),1000,6.74,"White Rock Distilleries, Inc.",PUERTO RICO & VIRGIN ISLANDS RUM
315545,Vpa Silver Label Rum (vi),1000,6.74,"White Rock Distilleries, Inc.",PUERTO RICO & VIRGIN ISLANDS RUM
261589,Vpa Silver Label Rum (vi),1750,11.34,"White Rock Distilleries, Inc.",PUERTO RICO & VIRGIN ISLANDS RUM
323599,Ron Virgin Full Bodied Rum,750,7.19,"White Rock Distilleries, Inc.",PUERTO RICO & VIRGIN ISLANDS RUM
317093,Ron Virgin White Rum,750,5.19,"White Rock Distilleries, Inc.",PUERTO RICO & VIRGIN ISLANDS RUM
408933,Ron Virgin White Rum,1000,6.62,"White Rock Distilleries, Inc.",PUERTO RICO & VIRGIN ISLANDS RUM
