itemid,nombre,volumen,precio,marca,categoria
264379,Ancho Reyes,750,26.51,"WILLIAM GRANT AND SONS, INC.",MISC. IMPORTED CORDIALS & LIQUEURS
345373,Drambuie Liqueur,750,31.5,"WILLIAM GRANT AND SONS, INC.",MISC. IMPORTED CORDIALS & LIQUEURS
443506,Galliano Liqueur,375,14.48,"WILLIAM GRANT AND SONS, INC.",MISC. IMPORTED CORDIALS & LIQUEURS
437900,Galliano Liqueur,750,26.79,"WILLIAM GRANT AND SONS, INC.",MISC. IMPORTED CORDIALS & LIQUEURS
14853,Solerno Blood Orange Liqueur,750,27.0,"WILLIAM GRANT AND SONS, INC.",MISC. IMPORTED CORDIALS & LIQUEURS
70387,Lillet Blanc French Aperti(do Not Order),750,14.37,"WILLIAM GRANT AND SONS, INC.",MISC. IMPORTED CORDIALS & LIQUEURS
27190,Anchco Reyes,750,26.51,"WILLIAM GRANT AND SONS, INC.",MISC. IMPORTED CORDIALS & LIQUEURS
20195,Drambuie Scotch Liqueur mini,50,2.75,"WILLIAM GRANT AND SONS, INC.",MISC. IMPORTED CORDIALS & LIQUEURS
314789,Drambuie 15 Year Liqueur,750,52.76,"WILLIAM GRANT AND SONS, INC.",MISC. IMPORTED CORDIALS & LIQUEURS
219427,Solerno Blood Orange Liqueur,750,27.0,"WILLIAM GRANT AND SONS, INC.",MISC. IMPORTED CORDIALS & LIQUEURS
