itemid,nombre,volumen,precio,marca,categoria
317436,Five O'clock Gin,200,1.8,Laird And Company,AMERICAN DRY GINS
12404,Five O'clock Gin,375,2.99,Laird And Company,AMERICAN DRY GINS
226005,Five O'clock Gin,750,5.19,Laird And Company,AMERICAN DRY GINS
47863,Five O'clock Gin,1000,6.5,Laird And Company,AMERICAN DRY GINS
58274,Five O'clock Gin,1750,11.0,Laird And Company,AMERICAN DRY GINS
45738,Five O'clock Gin,200,1.53,Laird And Company,AMERICAN DRY GINS
829,Five O'clock Gin,375,2.69,Laird And Company,AMERICAN DRY GINS
317735,Five O'clock Gin,750,4.71,Laird And Company,AMERICAN DRY GINS
86218,Five O'clock Gin,1000,5.69,Laird And Company,AMERICAN DRY GINS
274710,Five O'clock Gin,1750,9.77,Laird And Company,AMERICAN DRY GINS
370838,Five O'clock,750,5.19,Laird And Company,AMERICAN DRY GINS
41351,Five O'clock Gin,375,2.7,Laird And Company,AMERICAN DRY GINS
