itemid,nombre,volumen,precio,marca,categoria
215505,Patron XO Cafe,1750,39.75,The Patron Spirits Company,COFFEE LIQUEURS
415236,Patron XO Cafe,375,10.28,The Patron Spirits Company,COFFEE LIQUEURS
144936,Patron XO Cafe Mini,300,11.87,The Patron Spirits Company,COFFEE LIQUEURS
21746,Patron Xo Cafe,750,21.74,The Patron Spirits Company,COFFEE LIQUEURS
361142,Patron Xo Cafe,750,21.75,The Patron Spirits Company,COFFEE LIQUEURS
373823,XO Cafe Dark Cocoa,750,20.39,The Patron Spirits Company,COFFEE LIQUEURS
