itemid,nombre,volumen,precio,marca,categoria
34472,2 Gingers Mini,4800,106.56,Jim Beam Brands,IRISH WHISKIES
208497,2 Gingers,750,18.89,Jim Beam Brands,IRISH WHISKIES
101722,Laphroaig 10 Yr Single Malt Scotch,750,34.37,Jim Beam Brands,IRISH WHISKIES
3914,Kilbeggan 18YR HA,750,157.47,Jim Beam Brands,IRISH WHISKIES
443931,Tyrconnell Madeira Cask HA,750,62.99,Jim Beam Brands,IRISH WHISKIES
196538,Tyrconnell Port Cask HA,750,62.99,Jim Beam Brands,IRISH WHISKIES
207840,Tyrconnell Sherry Cask HA,750,62.99,Jim Beam Brands,IRISH WHISKIES
91953,Glen Garioch Renaissance,750,102.36,Jim Beam Brands,IRISH WHISKIES
36026,Kilbeggan,750,22.83,Jim Beam Brands,IRISH WHISKIES
