itemid,nombre,volumen,precio,marca,categoria
375444,Cointreau Liqueur,375,15.3,REMY COINTREAU USA         .,MISC. IMPORTED CORDIALS & LIQUEURS
153099,Cointreau Noir,750,33.72,REMY COINTREAU USA         .,MISC. IMPORTED CORDIALS & LIQUEURS
392807,Cointreau Liqueur,750,29.99,REMY COINTREAU USA         .,MISC. IMPORTED CORDIALS & LIQUEURS
274374,Metaxa Ouzo,750,15.75,REMY COINTREAU USA         .,MISC. IMPORTED CORDIALS & LIQUEURS
226850,Remy Red,375,9.56,REMY COINTREAU USA         .,MISC. IMPORTED CORDIALS & LIQUEURS
434682,Remy Red Red Berry Infusion,750,17.24,REMY COINTREAU USA         .,MISC. IMPORTED CORDIALS & LIQUEURS
39561,Remy Red DNO,1750,32.07,REMY COINTREAU USA         .,MISC. IMPORTED CORDIALS & LIQUEURS
209225,Remy Red Red Berry Infusion DNO,750,17.24,REMY COINTREAU USA         .,MISC. IMPORTED CORDIALS & LIQUEURS
271405,Cointreau Liqueur,603,25.76,REMY COINTREAU USA         .,MISC. IMPORTED CORDIALS & LIQUEURS
270523,Metaxa 7 Star Amphora,750,22.49,REMY COINTREAU USA         .,MISC. IMPORTED CORDIALS & LIQUEURS
92600,Remy Red Grape Berry Infusion DNO,375,9.56,REMY COINTREAU USA         .,MISC. IMPORTED CORDIALS & LIQUEURS
147307,Remy Red Grap Berry Infusion DNO,750,17.24,REMY COINTREAU USA         .,MISC. IMPORTED CORDIALS & LIQUEURS
466259,Remy Red Strawberry Kiwi Infusion DNO,750,17.24,REMY COINTREAU USA         .,MISC. IMPORTED CORDIALS & LIQUEURS
140201,Remy Red Strawberry Kiwi-(dno),200,3.91,REMY COINTREAU USA         .,MISC. IMPORTED CORDIALS & LIQUEURS
159486,Passoa Liqueur,750,11.63,REMY COINTREAU USA         .,MISC. IMPORTED CORDIALS & LIQUEURS
459139,Metaxa Grand Fine,750,35.13,REMY COINTREAU USA         .,MISC. IMPORTED CORDIALS & LIQUEURS
92814,Remy Red Red Berry Infusion (dno),375,9.56,REMY COINTREAU USA         .,MISC. IMPORTED CORDIALS & LIQUEURS
14214,Cointreau Liqueur,375,15.3,REMY COINTREAU USA         .,MISC. IMPORTED CORDIALS & LIQUEURS
116334,Remy Red Red Berry Infusion-(dno),200,3.91,REMY COINTREAU USA         .,MISC. IMPORTED CORDIALS & LIQUEURS
257562,Bauchant Liqueur,750,18.5,REMY COINTREAU USA         .,MISC. IMPORTED CORDIALS & LIQUEURS
271911,Metaxa Five Star Liqueur,750,18.38,REMY COINTREAU USA         .,MISC. IMPORTED CORDIALS & LIQUEURS
28501,Ponche Kuba Liqueur,750,11.24,REMY COINTREAU USA         .,MISC. IMPORTED CORDIALS & LIQUEURS
