itemid,nombre,volumen,precio,marca,categoria
341286,Svedka,375,7.14,"Constellation Wine Company, Inc.",IMPORTED VODKA
159813,Svedka Vodka,750,12.38,"Constellation Wine Company, Inc.",IMPORTED VODKA
391031,Svedka Vodka,1750,22.11,"Constellation Wine Company, Inc.",IMPORTED VODKA
303855,Svedka,200,3.81,"Constellation Wine Company, Inc.",IMPORTED VODKA
453043,Thors Hammer Vodka,750,15.63,"Constellation Wine Company, Inc.",IMPORTED VODKA
69333,Svedka Traveler,750,12.38,"Constellation Wine Company, Inc.",IMPORTED VODKA
68607,Svedka Citron Vodka,750,11.99,"Constellation Wine Company, Inc.",IMPORTED VODKA
116631,Svedka 100 Proof,375,9.99,"Constellation Wine Company, Inc.",IMPORTED VODKA
244494,Svedka 100 Prf,750,15.38,"Constellation Wine Company, Inc.",IMPORTED VODKA
16063,Svedka Clementine Vodka,1000,11.44,"Constellation Wine Company, Inc.",IMPORTED VODKA
401285,Svedka Raspberry Vodka,750,10.76,"Constellation Wine Company, Inc.",IMPORTED VODKA
428393,Svedka Vodka,375,6.83,"Constellation Wine Company, Inc.",IMPORTED VODKA
28789,Svedka Clementine Vodka,1000,11.44,"Constellation Wine Company, Inc.",IMPORTED VODKA
130822,Svedka Clementine Vodka,750,10.76,"Constellation Wine Company, Inc.",IMPORTED VODKA
1261,Svedka Vanilla Vodka,750,12.38,"Constellation Wine Company, Inc.",IMPORTED VODKA
208505,Svedka Vodka,100,2.0,"Constellation Wine Company, Inc.",IMPORTED VODKA
238321,Svedka Vodka,200,3.8,"Constellation Wine Company, Inc.",IMPORTED VODKA
