itemid,nombre,volumen,precio,marca,categoria
397912,Bowmore 30yr Ceramic 6pak,750,211.88,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
86761,Skyy Citrus With Cosmo Mix,750,14.24,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
31058,Skyy Citrus W/cosmo Mix,1750,23.9,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
414171,Skyy Vanilla With Tgif Mudslide Co-Pack,750,14.24,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
265783,Jean Marc Xo Holiday Box,750,46.46,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
331937,Wild Turkey Honey Liqueur Gift Set,750,14.75,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
423342,Carolan's Irish Cream With Glass,750,10.89,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
305833,Carolan's Irish Cream w/2 Glasses,750,12.3,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
332183,Skyy Citrus w/4 - 50ml,950,15.02,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
153830,Wild Turkey Rare Breed With Glasses,750,29.25,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
3099,Wild Turkey 375ml Sampler Pack,1125,27.84,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
136053,Wild Turkey Diamond HA,750,97.5,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
233132,Forty Creek w/2 Glasses,750,18.0,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
338879,Skyy Vodka With Shaker,750,23.06,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
103412,Frangelico Liqueur Holiday Pack,750,19.52,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
414831,Frangelico Gift,750,19.52,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
334786,Frangelico Gift,375,11.82,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
54980,Irish Mist W/cordial Glasses,750,17.75,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
161698,Frangelico w/Candle,750,20.25,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
88432,X-Rated Fusion Holiday Crystal Bottle,750,23.37,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
228287,Skyy Bundle Up,750,15.02,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
114786,Cabo Wabo Blanco Holiday,750,27.26,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
300431,Skyy Vodka Glow,750,15.02,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
372442,Skyy Vodka Glow,1000,18.53,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
312513,Wild Turkey Cocktail Aging Kit,750,19.5,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
462133,Carolan's W/glasses Irish Cream Liqueur,750,9.99,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
412813,Wild Turkey Rare Breed W/glass,750,27.66,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
52358,Wild Turkey 101 w/2 Glasses,750,19.5,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
151125,Wild Turkey 101 W/2 Glasses,750,17.99,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
61840,Wild Turkey Rare Breed W/glass,750,29.25,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
220970,Wild Turkey 101 w/Flask,750,5.82,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
25662,Wild Turkey 101 With Shot Glass Gift,750,14.52,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
383416,Wild Turkey Shaker Gift Set,750,18.74,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
444893,Wild Turkey W/flask Gift Set,750,17.99,Campari(skyy),DECANTERS & SPECIALTY PACKAGES
