itemid,nombre,volumen,precio,marca,categoria
286620,Caol Ila 15yr,1000,146.9,"Yahara Bay Distillers, Inc",SCOTCH WHISKIES
328631,Caol Ila 15yr,750,114.65,"Yahara Bay Distillers, Inc",SCOTCH WHISKIES
181188,Caol Ila 15yr,375,59.15,"Yahara Bay Distillers, Inc",SCOTCH WHISKIES
227211,Caol Ila 15yr,200,35.07,"Yahara Bay Distillers, Inc",SCOTCH WHISKIES
72721,Caol Ila 15yr,100,20.37,"Yahara Bay Distillers, Inc",SCOTCH WHISKIES
177382,Caol Ila 15yr,50,12.0,"Yahara Bay Distillers, Inc",SCOTCH WHISKIES
29741,Mac Spey Blended,1000,43.38,"Yahara Bay Distillers, Inc",SCOTCH WHISKIES
192847,Mac Spey Blended,750,37.83,"Yahara Bay Distillers, Inc",SCOTCH WHISKIES
129594,Mac Spey Blended,375,21.08,"Yahara Bay Distillers, Inc",SCOTCH WHISKIES
248455,Mac Spey Blended,200,14.93,"Yahara Bay Distillers, Inc",SCOTCH WHISKIES
1377,Mac Spey Blended,100,10.49,"Yahara Bay Distillers, Inc",SCOTCH WHISKIES
442725,Mac Spey Blended,50,7.25,"Yahara Bay Distillers, Inc",SCOTCH WHISKIES
395225,Cragabus Blended,1000,48.17,"Yahara Bay Distillers, Inc",SCOTCH WHISKIES
453432,Cragabus Blended,750,41.43,"Yahara Bay Distillers, Inc",SCOTCH WHISKIES
129794,Cragabus Blended,375,22.86,"Yahara Bay Distillers, Inc",SCOTCH WHISKIES
344446,Cragabus Blended,200,15.89,"Yahara Bay Distillers, Inc",SCOTCH WHISKIES
349809,Cragabus Blended,100,10.95,"Yahara Bay Distillers, Inc",SCOTCH WHISKIES
262407,Cragabus Blended,50,7.49,"Yahara Bay Distillers, Inc",SCOTCH WHISKIES
374759,Laphroaig,200,21.53,"Yahara Bay Distillers, Inc",SCOTCH WHISKIES
245005,Glen Ord,100,14.64,"Yahara Bay Distillers, Inc",SCOTCH WHISKIES
272324,Glen Ord,200,23.25,"Yahara Bay Distillers, Inc",SCOTCH WHISKIES
73898,Glen Ord,375,36.69,"Yahara Bay Distillers, Inc",SCOTCH WHISKIES
236266,Glen Ord,750,69.08,"Yahara Bay Distillers, Inc",SCOTCH WHISKIES
242035,Glen Ord,1000,85.04,"Yahara Bay Distillers, Inc",SCOTCH WHISKIES
171878,Glen Ord,1750,137.49,"Yahara Bay Distillers, Inc",SCOTCH WHISKIES
192237,Great Glen 8 yr,1000,51.93,"Yahara Bay Distillers, Inc",SCOTCH WHISKIES
