itemid,nombre,volumen,precio,marca,categoria
247280,Canadian Ltd Whisky Convenience Pack,750,6.51,Sazerac North America,CANADIAN WHISKIES
29196,Canadian Ltd Whisky,375,3.08,Sazerac North America,CANADIAN WHISKIES
364328,Canadian Ltd Whisky,750,6.51,Sazerac North America,CANADIAN WHISKIES
374101,Canadian Ltd Whisky,1000,8.25,Sazerac North America,CANADIAN WHISKIES
152627,Canadian Ltd Whisky,1750,13.71,Sazerac North America,CANADIAN WHISKIES
243875,Canadian Ltd,100,1.34,Sazerac North America,CANADIAN WHISKIES
331526,Northern Light Canadian Whisky,750,5.0,Sazerac North America,CANADIAN WHISKIES
21529,Northern Light,1750,13.08,Sazerac North America,CANADIAN WHISKIES
111052,Barton Canadian Whiskey,1750,13.38,Sazerac North America,CANADIAN WHISKIES
37976,Mr Boston 5 Star Canadian Whisky,750,5.49,Sazerac North America,CANADIAN WHISKIES
