itemid,nombre,volumen,precio,marca,categoria
260282,Mcclelland Highland,750,23.61,Jim Beam Brands,SINGLE MALT SCOTCH
11848,McClelland Islay,750,21.26,Jim Beam Brands,SINGLE MALT SCOTCH
380578,Ardmore Scotch,750,36.9,Jim Beam Brands,SINGLE MALT SCOTCH
348659,Bowmore 12 Yr Single Malt Scotch,750,40.94,Jim Beam Brands,SINGLE MALT SCOTCH
253024,Laphroaig 15 YR,750,62.99,Jim Beam Brands,SINGLE MALT SCOTCH
89142,Laphroaig Triple Wood,750,59.06,Jim Beam Brands,SINGLE MALT SCOTCH
131734,Auchentoshan Classic,750,23.91,Jim Beam Brands,SINGLE MALT SCOTCH
78494,Laphroaig Triple Wood HA,750,59.04,Jim Beam Brands,SINGLE MALT SCOTCH
244258,Auchentoshan Three Wood Sing Malt Scotch,750,46.52,Jim Beam Brands,SINGLE MALT SCOTCH
179749,Laphroaig 18yr,750,70.85,Jim Beam Brands,SINGLE MALT SCOTCH
340272,Bowmore Scotch 15 Year Darkest DNO,750,47.24,Jim Beam Brands,SINGLE MALT SCOTCH
340825,Bowmore Darkest 15YR,750,59.84,Jim Beam Brands,SINGLE MALT SCOTCH
307832,Laphroaig 30yr Sing Malt DNO,750,240.0,Jim Beam Brands,SINGLE MALT SCOTCH
94719,Mcclelland Speyside Scotch,750,19.51,Jim Beam Brands,SINGLE MALT SCOTCH
258970,Laphroaig 10yr Cask Strength,750,51.96,Jim Beam Brands,SINGLE MALT SCOTCH
449966,Auchentoshan 12yr,750,36.96,Jim Beam Brands,SINGLE MALT SCOTCH
