itemid,nombre,volumen,precio,marca,categoria
58638,Fighting Cock Bourbon,750,13.02,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
127879,Blue State Bourbon,750,11.88,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
210002,Cabin Still Str Bourbon,1000,7.5,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
23912,Elijah Craig,750,22.46,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
175356,Evan Williams Black Label,375,4.79,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
249933,Evan Williams Str Bourbon,750,11.21,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
160975,Evan Williams Yr Str Bourbon,1750,22.44,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
51483,Evan Williams Green Label,750,8.21,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
340022,Evan Williams Green Label,1750,16.46,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
177536,Evan Williams Traveler,750,11.21,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
104699,Fighting Cock Bourbon,1000,16.41,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
300906,Mattingly & Moore Str Bourbon,1750,12.3,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
289633,Red State Bourbon,750,11.88,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
266553,Georgia Moon Corn Whiskey,375,3.69,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
332224,Elijah Craig 12yr Bourbon,750,14.12,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
384397,Old Fitzgerald 12yr Very Special(DNO),750,28.76,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
130113,Evan Williams Green Label,1750,13.75,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
312023,Heaven Hill Green Label Bourbon,1750,17.18,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
62613,Evan Williams Black Label Bourbon,100,1.95,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
366888,Chapin & Gore Str Bourbon,750,6.29,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
328901,Chapin & Gore Str Bourbon(DNO),1750,14.25,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
307035,Old Fitzgerald Prime(DNO),1750,17.51,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
206930,Fighting Cock Bourbon,750,13.44,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
217089,Jts Brown Bourbon,750,8.05,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
441617,Echo Springs,1000,15.63,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
51408,Elijah Craig Cask Barrel Proof HA,750,44.88,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
283766,Elijah Craig 23YR HA,750,149.97,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
176824,Evan Williams Black Label Mini,500,9.62,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
390992,Georgia Moon Corn Whiskey,1000,13.44,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
119737,Parkers Heritage Blend of Mashbills,750,63.7,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
375532,Bernheim Original Wheat Whiskey HA,750,34.64,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES
