itemid,nombre,volumen,precio,marca,categoria
224969,Harviestoun Old Engine Oil Special Reserve,331,2.76,B. United International,IMPORTED ALE
339571,J W Lees 2006 Sherry Cask,275,6.3,B. United International,IMPORTED ALE
161571,J W Lees 2006 Lagavulin Cask,275,6.3,B. United International,IMPORTED ALE
294109,Saison De Pipaix Brasserie A Vapeur,331,2.27,B. United International,IMPORTED ALE
155382,Pripp's Carnegie Porter,500,3.0,B. United International,IMPORTED ALE
250462,De Dolle Stille Nacht,331,4.06,B. United International,IMPORTED ALE
263871,Harvey's Elizabethan,275,2.84,B. United International,IMPORTED ALE
352442,Aventinus Eisbock,331,3.05,B. United International,IMPORTED ALE
398597,J W Lees Harvest 2005,275,5.36,B. United International,IMPORTED ALE
329097,Le Coq Imperial Extra Double Stout,331,4.13,B. United International,IMPORTED ALE
429464,Schneider Wiesen Edel-Weisse,500,1.99,B. United International,IMPORTED ALE
336200,Burton Bridge Empire Ipa Ale,500,4.21,B. United International,IMPORTED ALE
466114,Aecht Schlenkerla Urbock,500,3.21,B. United International,IMPORTED ALE
254406,Vapeur Cochonette,331,3.0,B. United International,IMPORTED ALE
229382,Hanssens Gueuze Ale,781,5.83,B. United International,IMPORTED ALE
335940,Hanssens Kriek Ale,781,5.83,B. United International,IMPORTED ALE
276328,Super Baladin Ale,750,10.39,B. United International,IMPORTED ALE
463402,Nora Ale,750,11.41,B. United International,IMPORTED ALE
290207,Hitachino Red Rice Ale,331,3.17,B. United International,IMPORTED ALE
123127,Lurgashall Christmas Mead,750,12.27,B. United International,IMPORTED ALE
207178,Lurgashall Meade Spec Res,750,13.28,B. United International,IMPORTED ALE
291947,La Cuvee Du 7eme,750,12.38,B. United International,IMPORTED ALE
146274,La Meule,331,4.94,B. United International,IMPORTED ALE
359985,Podge Imperial Belgian Stout,331,3.31,B. United International,IMPORTED ALE
427541,Hitachino Xh Shochu Cask,331,3.4,B. United International,IMPORTED ALE
93267,Wintercoat Yule Ale,750,12.89,B. United International,IMPORTED ALE
382595,Wostyntje,331,3.28,B. United International,IMPORTED ALE
