itemid,nombre,volumen,precio,marca,categoria
398447,Kirsch Cherry Brandy,1750,54.57,"Yahara Bay Distillers, Inc",MISCELLANEOUS  BRANDIES
297858,Grappa Chianti Classico,1000,36.33,"Yahara Bay Distillers, Inc",MISCELLANEOUS  BRANDIES
263086,Grappa Chianti Classico,750,32.55,"Yahara Bay Distillers, Inc",MISCELLANEOUS  BRANDIES
197498,Grappa Chianti Classico,375,18.42,"Yahara Bay Distillers, Inc",MISCELLANEOUS  BRANDIES
144131,Calvados,1000,122.07,"Yahara Bay Distillers, Inc",MISCELLANEOUS  BRANDIES
424015,Calvados,750,96.86,"Yahara Bay Distillers, Inc",MISCELLANEOUS  BRANDIES
459374,Calvados,375,50.58,"Yahara Bay Distillers, Inc",MISCELLANEOUS  BRANDIES
318618,Calvados,200,30.66,"Yahara Bay Distillers, Inc",MISCELLANEOUS  BRANDIES
259608,Calvados,100,18.35,"Yahara Bay Distillers, Inc",MISCELLANEOUS  BRANDIES
393193,Calvados,50,11.18,"Yahara Bay Distillers, Inc",MISCELLANEOUS  BRANDIES
13280,Grappa Chianti Classico,200,13.52,"Yahara Bay Distillers, Inc",MISCELLANEOUS  BRANDIES
134947,Grappa Chianti Classico,100,9.78,"Yahara Bay Distillers, Inc",MISCELLANEOUS  BRANDIES
430200,Grappa Chianti Classico,50,6.89,"Yahara Bay Distillers, Inc",MISCELLANEOUS  BRANDIES
