itemid,nombre,volumen,precio,marca,categoria
349555,Fettercairn 6YR,750,73.01,Swiss Cellars,SINGLE MALT SCOTCH
110424,Craigellachie 13YR,750,93.03,Swiss Cellars,SINGLE MALT SCOTCH
296862,Craigellachie 13YR,375,51.9,Swiss Cellars,SINGLE MALT SCOTCH
400644,Craigellachie 13YR,200,32.24,Swiss Cellars,SINGLE MALT SCOTCH
91210,Glengoyne 18YR,750,93.11,Swiss Cellars,SINGLE MALT SCOTCH
275344,Glengoyne 18YR,375,51.98,Swiss Cellars,SINGLE MALT SCOTCH
354106,Glengoyne 18YR,200,32.24,Swiss Cellars,SINGLE MALT SCOTCH
263501,Fettercairn 6YR,750,73.01,Swiss Cellars,SINGLE MALT SCOTCH
388308,Fettercairn 6YR,375,42.53,Swiss Cellars,SINGLE MALT SCOTCH
285006,Fettercairn 6YR,200,27.36,Swiss Cellars,SINGLE MALT SCOTCH
