itemid,nombre,volumen,precio,marca,categoria
61554,Jim Beam Bonded,750,22.61,Jim Beam Brands,STRAIGHT RYE WHISKIES
6973,Old Grand-Dad 100 Prf Bond Bourbon 4 Yr,750,19.68,Jim Beam Brands,STRAIGHT RYE WHISKIES
271324,Knob Creek Rye,750,33.06,Jim Beam Brands,STRAIGHT RYE WHISKIES
175796,Jim Beam Rye,750,22.04,Jim Beam Brands,STRAIGHT RYE WHISKIES
177237,Old Overholt Rye,750,17.31,Jim Beam Brands,STRAIGHT RYE WHISKIES
449435,RI(1),750,31.5,Jim Beam Brands,STRAIGHT RYE WHISKIES
306291,(ri)1 Rye,750,31.49,Jim Beam Brands,STRAIGHT RYE WHISKIES
334959,Ri(1) Whiskey,750,31.5,Jim Beam Brands,STRAIGHT RYE WHISKIES
