itemid,nombre,volumen,precio,marca,categoria
462423,Weihenstephan Korbinian,500,2.29,Total Beverage Solutions,IMPORTED ALE
270082,Weihenstephan Vitus Weizenbock,500,2.29,Total Beverage Solutions,IMPORTED ALE
249504,Weihenstephan Korbinian 30l Keg,29582,116.88,Total Beverage Solutions,IMPORTED ALE
144392,Weihenstephan Vitus 30l Keg,29582,116.88,Total Beverage Solutions,IMPORTED ALE
347183,Shipyard Pugsley Imperial Porter,650,6.46,Total Beverage Solutions,IMPORTED ALE
136316,Shipyard Pugsley Barley Wine,650,6.46,Total Beverage Solutions,IMPORTED ALE
408832,Weihenstephan Korbinian 30l,29582,156.25,Total Beverage Solutions,IMPORTED ALE
69454,Affligem Blonde,331,1.67,Total Beverage Solutions,IMPORTED ALE
339822,Affligem Blonde 20l Keg,20000,150.0,Total Beverage Solutions,IMPORTED ALE
87081,Affligem Dubbel,750,5.52,Total Beverage Solutions,IMPORTED ALE
425159,Affligem Trippel,750,5.52,Total Beverage Solutions,IMPORTED ALE
18859,Shipyard Pugsley Xxxx Ipa,650,6.46,Total Beverage Solutions,IMPORTED ALE
67439,Weihenstephan Vitus 30l,29582,156.25,Total Beverage Solutions,IMPORTED ALE
192334,Moretti La Rossa Dopplebock,355,1.73,Total Beverage Solutions,IMPORTED ALE
73364,Shipyard Pugsley Smashed Pumpkin,650,8.07,Total Beverage Solutions,IMPORTED ALE
302448,Greene King Hen's Tooth,500,3.84,Total Beverage Solutions,IMPORTED ALE
