itemid,nombre,volumen,precio,marca,categoria
122329,Berry's Own 9yr Fiji Rum,750,75.0,Anchor Distilling (PREISS IMPORTS),FLAVORED RUM
432742,Berry's Own 10yr Panama Rum,750,75.0,Anchor Distilling (PREISS IMPORTS),FLAVORED RUM
448597,Berry's Own 12yr Guadaloupe Rum,750,111.0,Anchor Distilling (PREISS IMPORTS),FLAVORED RUM
392146,Berry's Own 11yr St. Lucian Rum,750,90.0,Anchor Distilling (PREISS IMPORTS),FLAVORED RUM
267641,Berry's Own 11yr Barbados Rum,750,75.0,Anchor Distilling (PREISS IMPORTS),FLAVORED RUM
363007,Berry's Own 8yr Grenada Rum,750,72.0,Anchor Distilling (PREISS IMPORTS),FLAVORED RUM
