itemid,nombre,volumen,precio,marca,categoria
277767,UV Whipped Mini,500,7.32,Phillips Beverage Company,VODKA FLAVORED
352959,UV Whipped,750,9.75,Phillips Beverage Company,VODKA FLAVORED
426961,Uv Pink Lemonade Vodka,502,6.12,Phillips Beverage Company,VODKA FLAVORED
85832,UV Sugar Crush Mini,3000,43.95,Phillips Beverage Company,VODKA FLAVORED
247948,UV Sugar Crush,750,9.75,Phillips Beverage Company,VODKA FLAVORED
397020,UV Ruby Red Grapefruit Mini,500,7.35,Phillips Beverage Company,VODKA FLAVORED
152158,UV Ruby Red Grapefruit,750,9.75,Phillips Beverage Company,VODKA FLAVORED
399053,Uv Pink Lemonade Vodka Mini,502,8.18,Phillips Beverage Company,VODKA FLAVORED
422583,Phillips Cherry Vodka,375,3.75,Phillips Beverage Company,VODKA FLAVORED
462376,Uv Red (cherry) Vodka Minis,502,8.18,Phillips Beverage Company,VODKA FLAVORED
310622,Uv Strawberry/kiwi Vodka,1000,9.69,Phillips Beverage Company,VODKA FLAVORED
282651,Uv Grape Vodka Minis,502,8.18,Phillips Beverage Company,VODKA FLAVORED
229094,Phillips Uv Sour Apple Vodka,1000,7.5,Phillips Beverage Company,VODKA FLAVORED
249130,Phillips Uv Cherry Vodka,1000,7.5,Phillips Beverage Company,VODKA FLAVORED
373298,Phillips Uv Blue Raspberry Vodka,1000,7.5,Phillips Beverage Company,VODKA FLAVORED
129895,Phillips Uv Vanilla Vodka,1000,7.5,Phillips Beverage Company,VODKA FLAVORED
172004,Do Not Use This Code,375,4.1,Phillips Beverage Company,VODKA FLAVORED
232917,Uv Blue Raspberry Minis,502,8.18,Phillips Beverage Company,VODKA FLAVORED
428002,UV Sangria Mini,500,7.34,Phillips Beverage Company,VODKA FLAVORED
266468,UV Sangria,750,9.75,Phillips Beverage Company,VODKA FLAVORED
54427,UV Sriracha Mini,500,4.26,Phillips Beverage Company,VODKA FLAVORED
438428,UV Sriracha,750,9.75,Phillips Beverage Company,VODKA FLAVORED
4215,Prairie Organic Cucumber,750,16.5,Phillips Beverage Company,VODKA FLAVORED
77991,UV Candy Bar Mini,500,7.34,Phillips Beverage Company,VODKA FLAVORED
231942,UV Candy Bar,750,9.75,Phillips Beverage Company,VODKA FLAVORED
71443,UV Peach Mini,500,7.08,Phillips Beverage Company,VODKA FLAVORED
204157,UV Peach,750,9.75,Phillips Beverage Company,VODKA FLAVORED
105530,UV Salty Watermelon Mini,500,7.41,Phillips Beverage Company,VODKA FLAVORED
139191,UV Salty Watermelon,750,9.75,Phillips Beverage Company,VODKA FLAVORED
336759,King Solly White Grape Vodka Mini,500,7.32,Phillips Beverage Company,VODKA FLAVORED
10076,King Solly White Grape Vodka,750,10.49,Phillips Beverage Company,VODKA FLAVORED
184632,UV Chocolate Cake Mini,500,7.34,Phillips Beverage Company,VODKA FLAVORED
212108,UV Chocolate Cake,750,9.75,Phillips Beverage Company,VODKA FLAVORED
228941,Uv Pink Lemonade Vodka,750,9.75,Phillips Beverage Company,VODKA FLAVORED
146979,Uv Grape Vodka,502,6.12,Phillips Beverage Company,VODKA FLAVORED
98095,Uv Blue (raspberry) Vodka,375,5.18,Phillips Beverage Company,VODKA FLAVORED
319146,Uv Grape Vodka,750,9.75,Phillips Beverage Company,VODKA FLAVORED
194165,Uv Grape Vodka,1750,15.96,Phillips Beverage Company,VODKA FLAVORED
283971,Uv Cherry(red) Vodka Glass(do Not Use ),375,4.5,Phillips Beverage Company,VODKA FLAVORED
203780,Uv Citruv (citrus) Vodka,750,9.75,Phillips Beverage Company,VODKA FLAVORED
180514,Uv Red (cherry) Vodka,1750,16.49,Phillips Beverage Company,VODKA FLAVORED
93729,Uv Blue Raspberry Vodka Traveller,750,9.75,Phillips Beverage Company,VODKA FLAVORED
154759,Uv Blue (raspberry) Vodka,502,3.63,Phillips Beverage Company,VODKA FLAVORED
386507,Uv Blue (raspberry) Vodka,1750,16.49,Phillips Beverage Company,VODKA FLAVORED
65540,Uv Blue (raspberry) Vodka,750,9.75,Phillips Beverage Company,VODKA FLAVORED
