itemid,nombre,volumen,precio,marca,categoria
81601,Tap 357,750,22.44,"Sazerac Co., Inc.",CANADIAN WHISKIES
165169,Canadian Hunter Rye,750,7.5,"Sazerac Co., Inc.",CANADIAN WHISKIES
432184,Seagram's Canadian Hunter Whisky,750,7.04,"Sazerac Co., Inc.",CANADIAN WHISKIES
69685,Seagram's Canadian Hunter Whisky,1750,15.35,"Sazerac Co., Inc.",CANADIAN WHISKIES
375169,Canadian Hunter Traveler Camo,750,7.8,"Sazerac Co., Inc.",CANADIAN WHISKIES
214847,Rich & Rare Reserve,750,9.75,"Sazerac Co., Inc.",CANADIAN WHISKIES
148855,Rich & Rare Caramel Mini,600,7.08,"Sazerac Co., Inc.",CANADIAN WHISKIES
77769,Rich & Rare Caramel,750,7.5,"Sazerac Co., Inc.",CANADIAN WHISKIES
430094,Rich & Rare Apple,750,7.5,"Sazerac Co., Inc.",CANADIAN WHISKIES
394678,Rich & Rare Apple Mini,600,9.0,"Sazerac Co., Inc.",CANADIAN WHISKIES
378076,Rich & Rare Canadian Whisky,1750,13.47,"Sazerac Co., Inc.",CANADIAN WHISKIES
355670,Legacy Canadian Whisky,750,18.0,"Sazerac Co., Inc.",CANADIAN WHISKIES
216248,Spicebox Canadian Spiced Whisky,750,12.75,"Sazerac Co., Inc.",CANADIAN WHISKIES
365044,Spicebox Canadian Cinnamon Whisky,750,12.75,"Sazerac Co., Inc.",CANADIAN WHISKIES
107778,Canadian Hunter,750,6.3,"Sazerac Co., Inc.",CANADIAN WHISKIES
388097,Rich & Rare Reserve,1750,14.82,"Sazerac Co., Inc.",CANADIAN WHISKIES
42328,Caribou Crossing HA,750,39.0,"Sazerac Co., Inc.",CANADIAN WHISKIES
22436,Legacy Canadian Why.,750,17.99,"Sazerac Co., Inc.",CANADIAN WHISKIES
