itemid,nombre,volumen,precio,marca,categoria
334401,Caravella Limoncello Mini,600,8.93,Sazerac North America,MISC. IMPORTED CORDIALS & LIQUEURS
422329,Caravella Limoncello,750,16.49,Sazerac North America,MISC. IMPORTED CORDIALS & LIQUEURS
380815,Caravella Limoncello,750,16.88,Sazerac North America,MISC. IMPORTED CORDIALS & LIQUEURS
98198,Caravella Orangello(dno) Wrong Pack Size,750,15.56,Sazerac North America,MISC. IMPORTED CORDIALS & LIQUEURS
256618,Sambuca Di Amore,750,9.75,Sazerac North America,MISC. IMPORTED CORDIALS & LIQUEURS
465167,Caravella Limoncello,750,14.79,Sazerac North America,MISC. IMPORTED CORDIALS & LIQUEURS
196923,Caravella Orangecello,750,15.81,Sazerac North America,MISC. IMPORTED CORDIALS & LIQUEURS
