itemid,nombre,volumen,precio,marca,categoria
312717,Muirhead Scotch,1000,9.12,Heaven Hill Brands,SCOTCH WHISKIES
138427,Usquaebach Scotch Flagon,750,93.75,Heaven Hill Brands,SCOTCH WHISKIES
296448,J. W. Dant Scotch,750,9.2,Heaven Hill Brands,SCOTCH WHISKIES
158912,Muirhead Scotch,750,8.25,Heaven Hill Brands,SCOTCH WHISKIES
117677,Usquaebach Reserve Scotch(dno),750,24.57,Heaven Hill Brands,SCOTCH WHISKIES
394217,Usquaebach Millennial,750,23.33,Heaven Hill Brands,SCOTCH WHISKIES
286940,100 Pipers Scotch,375,4.04,Heaven Hill Brands,SCOTCH WHISKIES
358041,J W Dant Scotch,1750,18.68,Heaven Hill Brands,SCOTCH WHISKIES
331517,100 Pipers Scotch,750,7.69,Heaven Hill Brands,SCOTCH WHISKIES
210846,100 Pipers Scotch,1750,16.95,Heaven Hill Brands,SCOTCH WHISKIES
334936,Muirhead Scotch,1000,9.53,Heaven Hill Brands,SCOTCH WHISKIES
448413,J.w. Dant Scotch,750,9.2,Heaven Hill Brands,SCOTCH WHISKIES
