itemid,nombre,volumen,precio,marca,categoria
40046,El Conquistador Blanco,750,24.62,Heaven Hill Brands,TEQUILA
377960,Lunazul Blanco Mini,500,16.01,Heaven Hill Brands,TEQUILA
336165,El Conquistador Anejo,750,32.82,Heaven Hill Brands,TEQUILA
41217,El Conquistador Reposado,750,28.73,Heaven Hill Brands,TEQUILA
25,Lunazul Reposado Mini,500,16.01,Heaven Hill Brands,TEQUILA
244571,Two Fingers Gold Tequila,750,12.5,Heaven Hill Brands,TEQUILA
241807,La Certeza Reposado Tequila,750,35.0,Heaven Hill Brands,TEQUILA
362697,La Certeza Anejo Tequila,750,47.51,Heaven Hill Brands,TEQUILA
152569,La Certeza Blanco Tequila,750,32.51,Heaven Hill Brands,TEQUILA
322551,El Conquistador Blanco Tequila DNO,750,25.14,Heaven Hill Brands,TEQUILA
407952,El Conquistador Reposado Tequila DNO,750,29.64,Heaven Hill Brands,TEQUILA
133647,El Conquistador Anejo Tequila,750,33.39,Heaven Hill Brands,TEQUILA
377232,Lunazul Tequila Reposado,750,15.95,Heaven Hill Brands,TEQUILA
55727,Lunazul Blanco Mini,500,16.01,Heaven Hill Brands,TEQUILA
360812,Lunazul Blanco Tequila,750,14.75,Heaven Hill Brands,TEQUILA
338660,Lunazul Reposado Mini,500,16.01,Heaven Hill Brands,TEQUILA
426398,Lunazul Anejo,750,16.53,Heaven Hill Brands,TEQUILA
