itemid,nombre,volumen,precio,marca,categoria
249702,Margaritaville Calypso Coconut,750,12.99,"Sazerac Co., Inc.",DISTILLED SPIRITS SPECIALTY
457231,Tortilla Gold Dss,1000,6.77,"Sazerac Co., Inc.",DISTILLED SPIRITS SPECIALTY
177522,Tortilla Silver Dss,1000,6.77,"Sazerac Co., Inc.",DISTILLED SPIRITS SPECIALTY
137697,Firefly Cherry Moonshine,750,14.82,"Sazerac Co., Inc.",DISTILLED SPIRITS SPECIALTY
139346,Firefly Peach Moonshine,750,14.82,"Sazerac Co., Inc.",DISTILLED SPIRITS SPECIALTY
281735,Firefly Apple Pie Moonshine,750,14.82,"Sazerac Co., Inc.",DISTILLED SPIRITS SPECIALTY
276559,Firefly Blackberry Moonshine,750,14.82,"Sazerac Co., Inc.",DISTILLED SPIRITS SPECIALTY
11390,Firefly Caramel Moonshine,750,14.82,"Sazerac Co., Inc.",DISTILLED SPIRITS SPECIALTY
202825,Firefly Strawberry Moonshine,750,14.82,"Sazerac Co., Inc.",DISTILLED SPIRITS SPECIALTY
235971,Firefly Cherry Moonshine,750,14.81,"Sazerac Co., Inc.",DISTILLED SPIRITS SPECIALTY
23034,Firefly Corn Whiskey Moonshine,750,14.81,"Sazerac Co., Inc.",DISTILLED SPIRITS SPECIALTY
