itemid,nombre,volumen,precio,marca,categoria
194356,Ridgemont Reserve 1792,750,24.18,Sazerac North America,STRAIGHT BOURBON WHISKIES
363538,Ten High,375,4.44,Sazerac North America,STRAIGHT BOURBON WHISKIES
442565,Ten High Traveler,750,6.15,Sazerac North America,STRAIGHT BOURBON WHISKIES
456858,Ten High,750,6.15,Sazerac North America,STRAIGHT BOURBON WHISKIES
388381,Ten High,1000,7.41,Sazerac North America,STRAIGHT BOURBON WHISKIES
67714,Ten High,1750,13.36,Sazerac North America,STRAIGHT BOURBON WHISKIES
128239,Ridgemont Reserve 1792 Bourbon 8yr,750,21.53,Sazerac North America,STRAIGHT BOURBON WHISKIES
378760,Ten High,200,2.0,Sazerac North America,STRAIGHT BOURBON WHISKIES
174436,Kentucky Tavern Bourbon,1750,12.59,Sazerac North America,STRAIGHT BOURBON WHISKIES
267236,Kentucky Tavern Bourbon,750,6.21,Sazerac North America,STRAIGHT BOURBON WHISKIES
256270,Kentucky Tavern,375,3.15,Sazerac North America,STRAIGHT BOURBON WHISKIES
106741,1792 Port Finish Bourbon HA,750,31.5,Sazerac North America,STRAIGHT BOURBON WHISKIES
63074,1792 Sweet Wheat HA,750,27.75,Sazerac North America,STRAIGHT BOURBON WHISKIES
349802,1792 Single Barrel HA,750,31.5,Sazerac North America,STRAIGHT BOURBON WHISKIES
452361,Very Old Barton 4yr,750,9.75,Sazerac North America,STRAIGHT BOURBON WHISKIES
316351,Zackariah Harris,750,9.0,Sazerac North America,STRAIGHT BOURBON WHISKIES
