itemid,nombre,volumen,precio,marca,categoria
306380,Jim Beam,100,1.58,Jim Beam Brands,STRAIGHT BOURBON WHISKIES
188858,Jim Beam,200,5.12,Jim Beam Brands,STRAIGHT BOURBON WHISKIES
281470,Jim Beam Ky Str Bourbon,50,0.87,Jim Beam Brands,STRAIGHT BOURBON WHISKIES
73281,Old Taylor Str Bourbon(dno),1000,8.75,Jim Beam Brands,STRAIGHT BOURBON WHISKIES
436217,Beam's Choice Bourbon,1750,31.49,Jim Beam Brands,STRAIGHT BOURBON WHISKIES
152121,Baker's 7YR,750,39.36,Jim Beam Brands,STRAIGHT BOURBON WHISKIES
398004,Basil Hayden 8YR,750,33.86,Jim Beam Brands,STRAIGHT BOURBON WHISKIES
130598,Jim Beam's Choice 5 Yr Ky Str Bbn,750,14.18,Jim Beam Brands,STRAIGHT BOURBON WHISKIES
223162,Jim Beam's Choice 5yr Ky Str Bbn,1750,21.44,Jim Beam Brands,STRAIGHT BOURBON WHISKIES
75764,Booker's 6YR,750,47.24,Jim Beam Brands,STRAIGHT BOURBON WHISKIES
46126,Jacob's Well Ky. Straight Bbn.,750,15.53,Jim Beam Brands,STRAIGHT BOURBON WHISKIES
77189,Jim Beam Black,750,22.61,Jim Beam Brands,STRAIGHT BOURBON WHISKIES
60159,Jim Beam Black Ky Str. Bbn.,1750,28.79,Jim Beam Brands,STRAIGHT BOURBON WHISKIES
272837,Jim Beam Jacob's Ghost Mini,500,7.05,Jim Beam Brands,STRAIGHT BOURBON WHISKIES
287696,Jim Beam Jacob's Ghost,750,21.26,Jim Beam Brands,STRAIGHT BOURBON WHISKIES
124295,Jim Beam Signature Craft 12YR,750,31.49,Jim Beam Brands,STRAIGHT BOURBON WHISKIES
388104,Jim Beam Signature Craft Brandy Finish,750,31.49,Jim Beam Brands,STRAIGHT BOURBON WHISKIES
149154,Jim Beam Mini,500,8.1,Jim Beam Brands,STRAIGHT BOURBON WHISKIES
